Index;Start Time;End Time;Query Granularity;Subnetwork;Subnetwork Name;ManagedElement;ManagedElement Name;Cell;Cell Name;eNodeB;eNodeB Name;Product;LTE PS Traffic;[FDD]Mean RRC-Connected User Number;Average DL Active E-RAB Number;Average UL Active E-RAB Number;[LTE]PDSCH PRB Utilization Rate;[FDD]PUSCH PRB Utilization Rate;LTE DL User throughput;LTE UL User throughput;[LTE]Average CQI;%CQI<7;%RI2_TM4;LTE RTWP;Maximum Cell Transmit Power(W);~TA Average m;[LTE] RSRP_average;[LTE] %RSRP<-116;SINR_PUSCH_Average;SINR_PUSCH<=-2;[LTE] RSRQ_Average;[LTE] %RSRQ<=-12;[FDD]Cell Downlink BLER;[FDD]Cell Uplink BLER;LTE CSSR;LTE RRC SR;LTE E-RAB SR;LTE S1SIG SR;LTE Call Drop;LTE CSFB SR;LTE Inter-Fre HOSR;LTE Intra-Fre HOSR
13400;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 02;2;MAD0003B4G02;310003;MAD0003B4G;LTE FDD;69643.4077;23.2456;6.1937;6.3997;35.65%;11.44%;5451.0089;2870.7779;10.0556;11.01%;38.7416;-114.7884;73.562;450.0117;-106.2424;11.236;12.2795;3.1421;-17.2778;98.33%;14.01%;9.55%;99.90%;99.93%;99.9657;100.00%;20;100.00%;100.00%;100.00%
15677;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 02;2;MAD0003B4G02;310003;MAD0003B4G;LTE FDD;77622.601;21.9525;5.5134;5.7534;37.73%;11.40%;6254.4874;2894.6741;10.0937;10.39%;42.4153;-115.2641;74.05;454.1727;-106.6158;12.4373;11.7598;2.1574;-17.5958;98.26%;14.65%;9.97%;99.61%;99.87%;99.9627;99.78%;24;100.00%;98.68%;99.97%
2034;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 03;3;MAD0003B4G03;310003;MAD0003B4G;LTE FDD;57272.5029;14.969;4.317;4.0908;40.01%;9.56%;5238.1851;2830.7219;9.1913;21.96%;25.8878;-114.8762;19.364;444.0514;-103.8013;12.0648;11.8274;4.798;-17.2096;96.24%;15.58%;9.12%;99.86%;99.93%;99.9245;100.00%;10;100.00%;99.64%;99.62%
4307;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 03;3;MAD0003B4G03;310003;MAD0003B4G;LTE FDD;45007.1952;11.8433;3.3739;3.2557;38.74%;7.54%;4532.5251;2609.921;8.9163;22.31%;21.8462;-114.3479;19.543;466.094;-103.8881;12.6186;11.1731;5.749;-17.2528;95.66%;15.49%;9.65%;99.92%;99.98%;99.9398;100.00%;4;100.00%;99.35%;99.70%
6580;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 03;3;MAD0003B4G03;310003;MAD0003B4G;LTE FDD;50171.1507;16.0582;4.367;4.1744;37.50%;10.60%;3838.7655;5913.3402;8.5364;27.33%;22.3777;-114.5051;19.01;549.9108;-103.9886;11.4305;11.9414;4.3164;-17.6595;97.36%;15.48%;9.22%;99.15%;99.94%;99.93;99.28%;44;100.00%;99.63%;99.71%
8852;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 03;3;MAD0003B4G03;310003;MAD0003B4G;LTE FDD;48221.0925;15.0723;4.6995;4.5666;38.29%;10.26%;3372.0833;4119.7013;8.3322;29.84%;20.3071;-114.0732;19.408;444.0078;-103.7484;9.0126;12.6682;4.6566;-17.7212;98.33%;15.56%;9.29%;99.90%;99.99%;99.9126;100.00%;9;100.00%;99.75%;99.76%
11124;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 03;3;MAD0003B4G03;310003;MAD0003B4G;LTE FDD;46722.5798;13.9627;4.1965;4.064;36.40%;8.14%;3635.3504;2906.9336;8.4664;27.81%;21.9283;-114.3392;19.588;453.2287;-103.0958;8.0934;12.8182;3.5551;-17.6366;97.45%;15.28%;9.29%;99.81%;99.88%;99.931;100.00%;17;100.00%;99.90%;99.75%
13401;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 03;3;MAD0003B4G03;310003;MAD0003B4G;LTE FDD;44259.4835;14.7185;4.02;3.8667;33.69%;7.58%;4337.0208;2731.9545;8.7633;24.35%;22.3459;-114.1617;19.724;457.8569;-102.4275;7.0211;12.7375;3.64;-17.2466;97.47%;15.57%;8.63%;99.92%;99.97%;99.9491;100.00%;8;100.00%;99.24%;99.81%
15678;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4289;MAD0003_SECTOR 03;3;MAD0003B4G03;310003;MAD0003B4G;LTE FDD;49940.6614;15.229;4.0726;4.0343;37.79%;7.91%;4165.9055;2937.631;8.7035;25.21%;22.233;-114.2668;19.098;451.4116;-102.3745;8.3165;12.973;3.8139;-17.3216;97.22%;15.42%;8.90%;99.20%;99.93%;99.9301;99.33%;22;100.00%;99.70%;99.84%
2038;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 01;1;MAD0004B4G01;310004;MAD0004B4G;LTE FDD;21478.25;6.8742;2.6187;2.5402;45.86%;10.79%;1996.19;2378.1957;6.5139;53.38%;7.7272;-98.8086;18.407;792.1702;-104.4541;10.4498;1.3564;34.7628;-18.5747;99.80%;15.62%;10.06%;98.75%;99.55%;99.2068;99.98%;89;100.00%;98.48%;97.91%
4311;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 01;1;MAD0004B4G01;310004;MAD0004B4G;LTE FDD;21527.5862;6.8596;2.568;2.4212;40.79%;9.49%;2583.9341;1870.2687;6.7154;50.27%;10.2264;-99.5481;18.407;758.3769;-103.8546;9.7313;1.8188;30.9206;-18.34;99.04%;15.71%;10.58%;99.16%;99.76%;99.4094;99.99%;81;99.80%;98.69%;98.22%
6584;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 01;1;MAD0004B4G01;310004;MAD0004B4G;LTE FDD;18409.4835;7.9649;2.7942;2.6035;38.94%;10.19%;2040.4872;2130.6413;6.8308;50.06%;9.2089;-99.3613;18.323;821.424;-105.8154;13.189;1.0753;36.4218;-18.5663;99.85%;15.82%;10.03%;97.82%;99.32%;99.1682;99.31%;156;100.00%;98.47%;97.94%
8856;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 01;1;MAD0004B4G01;310004;MAD0004B4G;LTE FDD;20060.9203;9.2135;3.8307;3.306;46.41%;15.16%;1172.1448;2411.5089;6.6746;52.38%;8.3211;-97.8417;18.45;817.4992;-105.3418;14.5909;-0.112;43.4617;-18.6742;99.94%;14.73%;10.17%;98.04%;99.27%;98.7749;99.99%;152;99.66%;94.96%;98.10%
11128;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 01;1;MAD0004B4G01;310004;MAD0004B4G;LTE FDD;21653.8974;9.42;3.9686;3.5269;45.58%;14.35%;1406.9782;1965.2518;6.7478;51.79%;12.0927;-97.5673;18.407;829.157;-104.9028;12.2267;-0.0136;44.8595;-18.5587;99.92%;14.76%;9.63%;97.74%;98.77%;98.9701;99.99%;180;100.00%;98.70%;98.13%
13405;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 01;1;MAD0004B4G01;310004;MAD0004B4G;LTE FDD;22257.2346;8.9068;3.1281;2.9952;42.44%;11.20%;2177.7506;2184.3376;6.7672;50.16%;12.6599;-99.1527;18.323;797.8395;-104.2205;11.8468;1.1151;35.748;-18.5835;99.80%;15.74%;9.86%;98.70%;99.42%;99.2676;100.00%;81;100.00%;98.82%;98.62%
15682;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 01;1;MAD0004B4G01;310004;MAD0004B4G;LTE FDD;25505.9063;8.2445;2.7065;2.5555;42.44%;11.45%;2648.3059;2252.2946;6.662;51.16%;12.6159;-99.6885;18.323;806.0895;-104.7249;16.9388;1.375;35.2645;-18.7116;100.00%;15.84%;10.35%;98.28%;99.26%;99.3445;99.67%;122;99.84%;98.38%;97.81%
2039;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 02;2;MAD0004B4G02;310004;MAD0004B4G;LTE FDD;79571.3877;29.0078;8.9677;8.726;63.85%;25.17%;1817.3322;2255.8097;7.8709;31.97%;22.8671;-114.8373;37.068;1357.6989;-110.5005;23.0892;5.1263;13.6141;-18.1535;99.33%;14.77%;8.91%;99.53%;99.74%;99.7949;100.00%;103;99.93%;99.28%;99.52%
4312;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 02;2;MAD0004B4G02;310004;MAD0004B4G;LTE FDD;74304.4907;28.4562;8.1505;7.8274;62.04%;22.52%;2001.1438;2223.6971;7.8515;32.22%;22.3076;-115.0909;36.559;1745.9866;-111.3696;26.7203;6.2206;9.5214;-18.0916;99.18%;14.80%;9.79%;99.64%;99.84%;99.7999;100.00%;73;100.00%;98.63%;99.46%
6585;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 02;2;MAD0004B4G02;310004;MAD0004B4G;LTE FDD;80703.9375;27.4144;8.2552;7.9865;62.05%;23.01%;1936.065;2415.8248;8.0996;29.39%;26.4794;-115.434;36.812;1348.1512;-111.4879;26.3405;6.1433;10.5545;-18.0865;99.34%;14.83%;9.80%;99.10%;99.83%;99.83;99.44%;122;100.00%;99.21%;99.16%
8857;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 02;2;MAD0004B4G02;310004;MAD0004B4G;LTE FDD;86454.2042;31.3956;11.0077;10.4696;65.76%;28.51%;1400.2224;2582.0529;7.9986;31.76%;25.9392;-114.0649;36.812;1339.04;-111.3305;26.7332;5.5023;11.2484;-17.9632;98.18%;14.76%;9.70%;99.50%;99.73%;99.7762;99.99%;74;100.00%;99.34%;99.28%
11129;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 02;2;MAD0004B4G02;310004;MAD0004B4G;LTE FDD;77726.2554;28.3588;9.301;8.7932;61.86%;22.80%;1694.0794;2087.9065;8.1474;28.68%;25.3583;-114.5202;36.391;1284.5681;-110.9814;24.7123;5.6359;11.0327;-17.8575;98.49%;14.68%;9.93%;99.78%;99.91%;99.8667;100.00%;58;100.00%;99.04%;99.24%
13406;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 02;2;MAD0004B4G02;310004;MAD0004B4G;LTE FDD;69423.4266;25.0876;7.5061;7.1117;57.29%;20.85%;2010.5487;2664.974;8.1471;30.59%;23.8537;-115.7027;35.974;1317.8125;-111.0673;23.7019;6.3505;10.6954;-17.7779;98.26%;14.77%;10.08%;99.80%;99.92%;99.8859;99.99%;33;100.00%;99.05%;99.40%
15683;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 02;2;MAD0004B4G02;310004;MAD0004B4G;LTE FDD;69433.2212;25.7136;6.5942;6.4805;59.94%;19.41%;2042.7617;2291.76;8.0295;30.80%;20.7091;-115.6899;35.892;1362.6912;-111.6345;27.4138;6.5875;8.3209;-17.6735;97.67%;14.86%;9.85%;99.65%;99.86%;99.8517;99.93%;59;99.93%;98.97%;99.49%
2040;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 03;3;MAD0004B4G03;310004;MAD0004B4G;LTE FDD;110539.9964;43.8628;17.1265;16.1537;78.58%;40.56%;1122.6737;1938.9533;8.4746;25.13%;22.1622;-101.6171;36.982;862.6175;-106.4809;10.0389;0.88;32.6251;-18.6586;99.85%;15.23%;7.93%;98.52%;99.01%;99.505;100.00%;245;99.79%;99.07%;98.80%
4313;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 03;3;MAD0004B4G03;310004;MAD0004B4G;LTE FDD;109388.4359;39.4835;15.3494;14.3262;78.24%;40.65%;1260.2266;2184.809;8.493;24.19%;22.6759;-102.3075;36.897;841.3844;-107.2264;12.0705;1.621;27.8578;-18.4232;99.62%;15.16%;8.73%;98.47%;99.00%;99.4651;100.00%;189;99.93%;99.30%;99.05%
6586;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 03;3;MAD0004B4G03;310004;MAD0004B4G;LTE FDD;94557.1533;34.3624;12.3478;11.8651;72.51%;40.17%;1577.0444;2026.6609;8.6392;23.30%;21.6742;-101.8812;36.728;828.7441;-106.5274;8.2437;0.6759;34.894;-18.6011;99.92%;15.22%;8.56%;97.29%;99.06%;99.3649;98.84%;267;99.79%;98.39%;98.88%
8858;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 03;3;MAD0004B4G03;310004;MAD0004B4G;LTE FDD;100191.7145;41.2483;17.9401;16.4813;76.25%;46.06%;870.1735;1965.1632;8.4737;24.91%;21.664;-100.3411;37.239;933.6917;-106.5423;9.9742;0.142;37.7613;-18.5595;99.08%;15.06%;7.65%;98.10%;98.70%;99.3982;99.99%;425;99.78%;99.03%;99.03%
11130;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 03;3;MAD0004B4G03;310004;MAD0004B4G;LTE FDD;99048.464;34.7868;14.113;13.2166;72.40%;40.28%;1291.0653;1841.2231;8.5413;24.48%;22.8999;-100.1035;36.643;792.9168;-105.9764;7.5702;0.448;35.4633;-18.5276;99.86%;15.00%;7.98%;98.68%;99.20%;99.482;100.00%;209;99.92%;98.93%;99.17%
13407;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 03;3;MAD0004B4G03;310004;MAD0004B4G;LTE FDD;101533.8971;35.3546;14.5021;13.8368;69.27%;40.40%;1403.8753;1897.4464;8.7907;21.21%;25.3425;-101.1693;37.068;796.2078;-105.6794;6.8182;0.9609;31.4652;-18.4534;99.80%;15.00%;8.29%;98.99%;99.41%;99.5831;100.00%;205;99.93%;99.19%;99.20%
15684;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4290;MAD0004_SECTOR 03;3;MAD0004B4G03;310004;MAD0004B4G;LTE FDD;100724.4261;35.5292;13.345;12.8383;71.55%;35.47%;1395.947;1955.5851;8.5014;24.64%;25.1048;-101.9081;37.068;831.1559;-105.8756;10.8348;1.2209;30.9288;-18.5367;99.77%;15.31%;8.32%;98.61%;99.28%;99.5227;99.80%;258;99.87%;99.51%;98.64%
2055;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 01;1;MAD0006B4G01;310006;MAD0006B4G;LTE FDD;70750.5608;26.8;7.5182;7.4417;61.33%;20.04%;2427.3032;2419.6678;8.049;29.81%;23.3588;-114.5918;36.391;1318.1106;-110.0231;21.8666;7.9163;8.2527;-18.2953;99.60%;15.35%;10.43%;99.78%;99.94%;99.8469;100.00%;40;100.00%;99.66%;98.76%
4328;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 01;1;MAD0006B4G01;310006;MAD0006B4G;LTE FDD;66758.1424;27.7812;7.6651;7.6931;60.20%;20.61%;2148.6175;2544.0356;8.1198;29.47%;21.2226;-114.6621;36.728;1357.7317;-110.8343;27.357;6.763;10.5561;-18.1119;99.10%;15.30%;10.06%;99.77%;99.87%;99.906;100.00%;59;100.00%;98.87%;99.00%
6601;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 01;1;MAD0006B4G01;310006;MAD0006B4G;LTE FDD;64978.2763;26.8514;8.3155;8.1684;58.17%;23.32%;2256.4396;2743.902;8.2408;27.75%;24.7128;-112.4321;36.982;1277.0469;-109.764;19.5213;6.3681;13.5434;-18.2375;99.18%;15.29%;10.01%;98.74%;99.85%;99.8759;99.01%;99;100.00%;99.65%;99.42%
8873;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 01;1;MAD0006B4G01;310006;MAD0006B4G;LTE FDD;73783.1276;28.0014;10.1174;9.249;66.12%;20.82%;1466.8025;2298.2053;7.9279;32.03%;21.8457;-114.621;36.643;1264.7842;-110.2837;19.7826;7.6707;7.2064;-18.4909;98.72%;15.18%;10.45%;99.80%;99.94%;99.8649;100.00%;39;100.00%;99.69%;99.30%
11145;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 01;1;MAD0006B4G01;310006;MAD0006B4G;LTE FDD;66329.64;27.3643;8.932;8.4409;61.19%;19.66%;1817.5238;2298.8767;7.8876;33.87%;20.6161;-113.9867;36.224;1242.595;-109.637;18.6057;7.0591;10.0461;-18.5245;99.11%;15.18%;9.79%;99.72%;99.87%;99.8542;100.00%;48;99.92%;99.49%;99.34%
13422;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 01;1;MAD0006B4G01;310006;MAD0006B4G;LTE FDD;58901.8036;26.5589;7.75;7.6618;55.26%;18.79%;2060.9344;2387.9312;8.1461;29.52%;20.8498;-113.4017;36.897;1309.9839;-109.388;18.1832;5.0881;16.5765;-18.5358;99.28%;15.28%;9.48%;99.66%;99.84%;99.8231;100.00%;61;99.92%;99.16%;99.41%
15699;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 01;1;MAD0006B4G01;310006;MAD0006B4G;LTE FDD;60229.1346;27.6351;6.825;6.8635;55.25%;17.53%;2287.9632;2360.6444;8.023;30.96%;20.0161;-114.7106;36.559;1425.4846;-108.9458;17.2914;6.7572;11.3161;-18.4839;99.56%;15.35%;9.98%;99.37%;99.85%;99.9094;99.60%;103;99.93%;99.67%;99.47%
2056;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 02;2;MAD0006B4G02;310006;MAD0006B4G;LTE FDD;53565.5824;17.9929;5.6899;5.8471;46.18%;23.91%;3487.214;2021.1082;8.1927;28.89%;28.9774;-104.9884;37.239;1039.7501;-108.991;13.6714;0.4457;38.6333;-18.3668;99.42%;14.95%;7.73%;99.02%;99.48%;99.5492;99.99%;100;100.00%;99.28%;99.08%
4329;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 02;2;MAD0006B4G02;310006;MAD0006B4G;LTE FDD;48523.8197;17.6481;5.4001;5.6635;45.62%;22.81%;3036.814;2492.9711;8.2256;29.17%;26.0131;-105.2571;37.239;1028.8608;-109.1341;14.3136;0.382;39.8271;-18.3955;99.60%;14.90%;7.14%;99.13%;99.62%;99.5132;100.00%;71;100.00%;98.38%;99.17%
6602;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 02;2;MAD0006B4G02;310006;MAD0006B4G;LTE FDD;47605.9338;15.6165;5.3988;5.371;46.09%;21.63%;3005.0122;1970.0047;8.2037;29.12%;22.8897;-103.9725;37.411;1058.1382;-108.3443;12.9162;0.4846;40.9327;-18.3894;99.35%;14.48%;7.11%;95.61%;99.52%;99.3606;96.69%;234;100.00%;100.00%;97.31%
8874;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 02;2;MAD0006B4G02;310006;MAD0006B4G;LTE FDD;42093.124;15.8729;5.1676;5.4277;43.15%;19.25%;3176.5232;1801.9547;7.8658;33.76%;21.5081;-103.6237;37.239;1353.5353;-110.6789;20.9496;0.6112;36.8079;-18.5005;99.60%;14.57%;9.04%;98.68%;99.48%;99.2005;100.00%;246;100.00%;99.41%;98.96%
11146;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 02;2;MAD0006B4G02;310006;MAD0006B4G;LTE FDD;39237.7217;13.3532;4.9498;5.0761;38.80%;20.30%;3085.5879;2042.6375;8.3564;26.66%;26.4093;-103.7535;36.982;967.5303;-109.2085;16.7404;0.5117;38.8739;-18.4068;99.61%;14.27%;7.72%;99.25%;99.68%;99.5818;99.99%;52;99.80%;99.60%;99.12%
13423;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 02;2;MAD0006B4G02;310006;MAD0006B4G;LTE FDD;33102.9043;11.8651;4.1674;4.1671;32.92%;14.76%;4146.6819;1992.3133;8.4456;25.36%;25.1247;-104.3822;36.812;1007.9903;-108.7749;15.5287;1.8667;30.1691;-18.1912;98.97%;14.42%;7.96%;99.44%;99.72%;99.7195;100.00%;39;100.00%;98.56%;99.29%
15700;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 02;2;MAD0006B4G02;310006;MAD0006B4G;LTE FDD;33919.8258;14.4126;4.4004;4.6022;36.95%;18.81%;3005.7461;1906.8846;8.3771;25.61%;21.9465;-103.8;36.728;995.9;-108.3263;13.0388;1.1629;34.7297;-18.3461;99.45%;14.11%;7.80%;98.24%;99.42%;99.594;99.22%;103;100.00%;99.08%;99.40%
2057;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 03;3;MAD0006B4G03;310006;MAD0006B4G;LTE FDD;85954.4667;30.84;9.1521;9.1534;61.36%;31.90%;2775.7236;2118.5576;8.2553;27.54%;36.9226;-104.1512;37.497;1355.4894;-110.7395;43.5266;0.6307;42.5875;-18.5544;100.00%;14.52%;5.97%;99.48%;99.86%;99.6281;100.00%;87;100.00%;99.69%;99.91%
4330;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 03;3;MAD0006B4G03;310006;MAD0006B4G;LTE FDD;83742.9901;31.9956;9.5125;9.7646;60.00%;33.46%;2764.537;2274.2006;8.1345;30.00%;38.5459;-104.7503;37.67;1361.379;-110.8096;43.9086;0.4087;44.1981;-18.5178;99.66%;14.55%;5.90%;99.50%;99.87%;99.6447;99.99%;86;100.00%;99.69%;99.50%
6603;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 03;3;MAD0006B4G03;310006;MAD0006B4G;LTE FDD;91456;32.2643;9.9185;9.553;62.11%;30.48%;2368.6383;2324.8189;8.1868;28.91%;37.9923;-107.3439;37.068;1376.7851;-110.4115;39.7129;2.7374;28.4254;-18.5096;99.92%;14.80%;7.77%;98.76%;99.85%;99.7375;99.18%;137;99.77%;99.24%;99.83%
8875;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 03;3;MAD0006B4G03;310006;MAD0006B4G;LTE FDD;104876.4124;37.0704;11.9471;11.4216;65.12%;29.57%;1814.4929;2226.4321;8.1742;30.06%;41.0132;-109.5944;37.497;1430.4055;-110.1509;39.5515;1.7976;36.9148;-18.6911;99.59%;14.67%;6.91%;99.56%;99.89%;99.675;100.00%;81;100.00%;99.60%;99.47%
11147;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 03;3;MAD0006B4G03;310006;MAD0006B4G;LTE FDD;103694.7505;33.7912;10.3072;10.2293;65.52%;29.18%;2471.5995;2558.9436;8.3066;28.44%;41.0429;-108.2514;37.153;1540.0301;-110.1368;40.0957;1.7512;37.6743;-18.6785;99.81%;14.60%;6.67%;99.54%;99.86%;99.6813;100.00%;87;99.95%;99.77%;99.48%
13424;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 03;3;MAD0006B4G03;310006;MAD0006B4G;LTE FDD;89609.9345;31.1823;8.7729;8.8849;54.91%;24.75%;3068.9787;2352.3121;8.6983;24.73%;43.0209;-109.3028;36.728;1501.6427;-110.3692;41.7029;3.4122;28.8471;-18.7237;100.00%;14.63%;7.48%;99.63%;99.90%;99.733;100.00%;58;99.89%;99.57%;99.45%
15701;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3013;RNC2013(3013);4292;MAD0006_SECTOR 03;3;MAD0006B4G03;310006;MAD0006B4G;LTE FDD;85308.5814;31.045;8.5153;8.6938;57.04%;26.81%;2668.326;2576.8256;8.4584;27.14%;37.5136;-107.4511;37.325;1445.0471;-110.241;41.5196;2.009;36.5589;-18.6293;99.92%;14.68%;6.66%;99.38%;99.86%;99.7957;99.73%;109;99.88%;99.17%;99.50%
2063;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3013;RNC2013(3013);4293;MAD0008_SECTOR 01;1;MAD0008B4G01;310008;MAD0008B4G;LTE FDD;97844.5637;26.0287;9.759;9.9295;51.16%;16.93%;2796.3433;2867.9847;10.1223;10.38%;43.7247;-118.6241;34.716;1365.1292;-103.4398;13.4036;9.0833;10.7523;-16.6687;99.85%;14.08%;9.20%;99.84%;99.98%;99.8635;100.00%;225;99.86%;93.75%;99.84%
4336;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3013;RNC2013(3013);4293;MAD0008_SECTOR 01;1;MAD0008B4G01;310008;MAD0008B4G;LTE FDD;103376.4213;27.1568;11.0342;11.0493;50.01%;13.18%;2087.8092;3267.3031;10.1819;10.04%;46.5478;-118.7792;35.608;1518.1449;-104.8687;18.9873;10.2737;9.8856;-16.3513;99.37%;14.04%;8.47%;99.87%;99.98%;99.9029;99.99%;42;100.00%;100.00%;100.00%
6609;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3013;RNC2013(3013);4293;MAD0008_SECTOR 01;1;MAD0008B4G01;310008;MAD0008B4G;LTE FDD;97211.1299;27.8138;11.3829;11.3797;52.67%;16.19%;1470.0302;2798.0594;9.8709;12.68%;40.8213;-118.7248;35.361;1431.9899;-105.9624;19.6685;9.8805;9.7159;-16.6796;99.67%;14.11%;8.94%;99.77%;99.98%;99.8938;99.90%;89;99.93%;98.92%;100.00%
8881;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3013;RNC2013(3013);4293;MAD0008_SECTOR 01;1;MAD0008B4G01;310008;MAD0008B4G;LTE FDD;104173.0229;25.9293;11.0533;10.7734;52.14%;14.63%;1648.0842;2540.575;10.0697;10.46%;49.3494;-118.9494;35.321;1780.2566;-106.2416;24.0117;10.0109;10.2521;-16.0395;99.41%;14.20%;8.95%;99.92%;100.00%;99.9217;99.99%;6;100.00%;98.91%;99.84%
